QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
23116219,0.455355048,2,2,2,3,3,3,3,2,3,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1, , ,2,2,2,2,2,2,2,98,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,3,3,2,1,2,1,2,1,1,2,2,6,1,2,1,2,2,1,1,2,2,2,2,3,2,3,2,1,3,3,3,4, ,76, , , , , , , , ,2, ,2, ,1, ,8, , , ,2,2,96, , ,1, , ,4, , , ,1,4,5, 
23116276,0.90153611,2,2,3,3,3,3,3,2,3,3,2,2,98,2,1,1,2,98,2,2,98, ,1,1,1,1,1,1,2,2,2,2,1,97,2,1,1,2,2,1,1,2,1, , ,1,1,2,2,2,1,1,2,2,1, ,1,98,1,1,2,2,2,2,2,2, , , ,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,98,2,2,1,1,98,2,2,1,2,2,2,1,3,2,2,2,2,98,98,98,4,4,2,98,98,98,4, ,75, , , , , , , , ,1, ,1, ,2, ,4, , , ,2,2,1, , ,2, , ,1, , , ,2,4,3, 
23116340,0.535844748,2,2,3,3,3,3,3,2,3,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,8, , ,1,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,1,2,2,7,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,4,4,2,4, ,35, , , , , , , , ,0, ,5, ,4, ,7, , , ,1,2,1, , ,1, , ,3, , , ,1,4,5, 
23116363,0.546210003,2,2,2,3,3,3,3,2,1,2,1,1,1,1,1,1,2,2,2,1,2, ,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,2,1, , ,1,1,2,2,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,1,2, , , ,2,2,2,2,2,2,2,2,1,1,2,2,3,3,1,1,98,2,1,1,1,1,2,6,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,3,2,2, ,49, , , , , , , , ,1, ,1, ,2, ,6, , , ,2,2,96, , ,1, , ,4, , , ,2,4,5, 
23116391,0.727189574,2,2,3,3,2,3,4,2,3,98,3,1,1,1,1,2,2,2,98,2,2, ,2,98,1,2,2,1,1,98,1,1,1,2,1,1,1,1,2,1,1,1,1, , ,2,1,2,2,2,1,2,2,2,2, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,5,2,1,1,98,2,2,2,1,1,2,2,1,2,2,2,2,2,98,1,2,2,2,3,2,3,98,2,3,3,3,4, ,85, , , , , , , , ,3, ,1, ,5, ,4, , , ,2,2,96, , ,1, , ,3, , , ,2,4,3, 
23116405,0.711569827,2,2,3,3,2,3,2,2,1,2,2,1,1,1,1,1,2,2,98,2,1, ,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1, , ,1,1,2,2,98,1,2,98,2,2, ,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,4,2,2,1,98,2,98,2,1,2,2,5,1,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2, ,82, , , , , , , , ,3, ,3, ,5, ,4, , , ,2,2,96, , ,1, , ,6, , , ,1,4,3, 
23116483,1.059708621,2,2,2,3,3,3,3,2,3,2,2,1,1,1,1,1,2,1,98,1,1, ,2,1,1,1,1,1,2,1,1,2,1,1,2,97,1,1,2,1,1,2,1, , ,1,1,2,2,2,1,2,98,2,1, ,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,3,3,1,1,98,98,1,1,1,1,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,3, ,62, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,2,96, , ,1, , ,8, , , ,2,4,3, 
23116591,0.522182681,2,2,1,1,3,3,3,1,3,2,1,1,1,1,1,1,2,2,2,2,1, ,2,98,98,1,1,1,98,98,1,2,1,1,2,1,1,98,2,1,1,2,1, , ,1,1,2,2,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,98,2,1,1,1,1,1,98,98,2,1,1,1,98,98,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,98,1,2,98,1,3,3,2,3, ,62, , , , , , , , ,2, ,1, ,5, ,6, , , ,2,2,97, , ,1, , ,8, , , ,2,4,5, 
23116633,0.84014301,2,2,2,3,3,3,3,2,3,1,1,2,1,1,8,1,2,1,1,2,1, ,2,2,1,1,1, , , , , , , , , , , ,3,2,1,2,1, , ,1,1,2,2,2,1,1,2,2,1, ,2,1,1,1,2,2,2,2,3,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,5,1,2,1,2,2,1,1,1,2,1,3,2,3,2,2,2,4,4,2,4, ,50, , , , , , , , ,0, ,3, ,4, ,7, , , ,2,2,4, , ,1, , ,4, , , ,2,4,5, 
23116649,0.479626054,2,2,1,1,3,3,3,2,1,3,3,1,1,2,8,2,2,2,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,4,1,2,2,2, , ,1,1,2,2,2,2,2,2,2,1, ,1,2,1,1,2,2,2,2,2,98, , , ,1,1,1,2,2,2,1,2,2,2,2,2,3,2,2,1,98,98,2,2,1,1,1,5,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,1,3,4,2,4, ,22, , , , , , , , ,0, ,4, ,4, ,7, , , ,2,2,1, , ,1, , ,4, , , ,1,4,5, 
23116667,0.394706407,2,2,3,3,3,3,3,2,3,2,3,3,3,3,1,2,2,2,2,2,2, ,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,3,1,1,2,1, , ,2,2,2,2,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,2,1,98,2,3,1,1,1,2,2,1,2,2,1,2,2,1,4,4,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,98,2,2,2,3,2,3,2,1,4,4,2,2, ,72, , , , , , , , ,0, ,1, ,4, ,7, , , ,2,2,96, , ,1, , ,8, , , ,2,4,5, 
23116835,0.531879986,2,2,3,3,3,3,3,2,3,2,1,2,1,1,8,2,2,2,2,98,2, ,2,2,1,2,2, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,5,5,2,1,2,2,2,2,2,2,1,7,2,2,2,2,2,1,1,2,2,2,2,1,3,2,1,1,4,3,3,4, ,18, , , , , , , , ,0, ,3, ,4, ,4, , , ,2,2,96, , ,1, , ,8, , , ,1,4,3, 
23116871,0.389730732,2,2,3,1,3,3,3,2,3,2,3,1,1,1,8,2,2,2,2,2,2, ,2,98,2,2,1, , , , , , , , , , , ,3,2,2,1,8, , ,2,2,2,2,1,1,1,98,1,1, ,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,5,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,4,4,3,4, ,85, , , , , , , , ,2, ,2, ,1, ,7, , , ,2,2,96, , ,1, , ,1, , , ,1,4,5, 
23116886,0.756224873,2,2,1,1,3,1,3,2,3,3,2,1,2,1,1,1,2,1,2,2,1, ,2,1,1,1,1,2,2,2,2,2,97,1,2,1,1,2,3,2,2,2,4, , ,1,1,2,2,1,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,7,1,2,2,2,1,2,1,2,2,2,3,2,3,2,2,2,3,4,4,4, ,77, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,2,96, , ,1, , ,4, , , ,1,4,3, 
23116888,0.340397495,2,2,1,3,3,3,3,2,3,4,3,2,1,1,1,1,2,2,2,2,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1, , ,1,1,2,2,2,1,2,98,2,1, ,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,1,2,2,2,2,2,1,2,2,2,3,4,3,1,2,2,4,4,2,4, ,76, , , , , , , , ,2, ,2, ,1, ,7, , , ,2,2,1, , ,1, , ,6, , , ,1,4,5, 
23117010,0.241075548,2,2,1,3,2,3,3,2,3,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,3,2,2,2,10, , ,2,2,2,2,2,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,3,1,1,1,2,2,2,2,2,2,1,2,2,3,2,2,1,1,2,2,2,1,2,2,7,2,2,1,2,2,1,1,2,1,2,1,3,3,3,1,1,4,4,2,4, ,50, , , , , , , , ,0, ,1, ,4, ,9, , , ,2,2,1, , ,1, , ,2, , , ,1,4,5, 
23117080,0.497325449,2,2,2,1,3,1,3,1,1,3,1,3,2,1,1,1,2,2,2,2,1, ,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,1, , ,1,1,2,2,2,1,2,2,2,1, ,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,3,3,4,4,3,3,4,4,3,4, ,69, , , , , , , , ,2, ,1, ,5, ,4, , , ,2,2,96, , ,1, , ,4, , , ,1,4,3, 
23117257,0.939182168,2,2,2,3,3,3,3,2,1,3,1,1,1,1,8,2,2,2,2,2,2, ,2,2,98,2,98, , , , , , , , , , , ,3,1,1,2,1, , ,2,2,2,2,2,2,2,2,2,2, ,1,2,1,1,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,5,5,2,1,98,98,2,2,2,2,2,1,1,2,2,2,98,2,1,2,2,2,3,4,4,4,2,2,4,4,4,4, ,75, , , , , , , , ,2, ,1, ,1, ,3, , , ,2,2,96, , ,1, , ,5, , , ,2,4,2, 
23117336,1.599999336,2,2,3,3,3,3,3,3,3,98,3,1,1,1,1,2,98,2,98,2,2, ,2,98,1,98,1,2,98,98,98,98,1,98,98,98,98,98,4,2,1,98,1, , ,1,1,2,2,2,2,98,98,2,1, ,1,98,1,1,2,2,2,2,1,1,1,2,3,2,1,1,2,2,2,2,2,2,1,1,98,4,1,2,1,98,98,98,98,1,1,98,7,1,2,2,2,98,98,1,2,2,1,98,4,4,4,98,1,4,4,98,4, ,87, , , , , , , , ,2, ,2, ,1, ,3, , , ,2,2,4, , ,2, , ,4, , , ,1,4,2, 
23117342,1.182574768,2,2,3,3,3,3,3,2,3,2,1,1,1,2,7,2,2,2,2,2,2, ,1,2,1,1,1, , , , , , , , , , , ,3,1,1,2,7, , ,1,1,2,2,2,1,2,2,2,2, ,1,2,1,1,2,2,2,2,2,1,2,1,3,1,1,1,1,2,2,2,2,2,1,1,2,3,3,1,1,98,98,1,1,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,2,4, ,64, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,1,96, , ,1, , ,1, , , ,2,4,3, 
23117350,0.927260402,2,2,2,3,3,3,3,2,3,2,1,1,1,1,1,1,2,2,98,98,98, ,2,1,1,1,98,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1, , ,1,1,2,2,1,1,2,2,2,1, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,98,1,1,1,4,2,1,1,98,98,1,1,1,1,1,2,1,3,1,1,2,2,2,1,2,2,1,2,2,2,2,2,4,4,1,4, ,43, , , , , , , , ,3, ,4, ,1, ,7, , , ,2,2,1, , ,1, , ,4, , , ,2,4,5, 
23117527,1.129706379,2,2,3,3,3,3,3,2,98,2,1,1,1,1,1,2,98,98,98,98,98, ,2,1,1,1,2,2,2,2,1,2,1,1,98,1,2,1,3,1,1,1,1, , ,1,1,2,2,2,1,1,98,1,1, ,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2,1,1,2,2,2,1,1,98,4,4,1,1,98,1,1,1,1,1,1,5,1,2,1,1,2,2,2,2,2,2,2,4,3,3,2,2,4,4,2,4, ,48, , , , , , , , ,0, ,3, ,4, ,4, , , ,2,2,1, , ,1, , ,5, , , ,2,4,3, 
23117592,0.770713357,2,2,2,3,3,3,3,2,3,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1, , ,1,1,2,1,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,3,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,5,4,2,2,2,2,2,2,1,2,2,5,1,2,1,2,2,2,1,2,2,2,2,3,2,2,2,1,4,4,4,4, ,80, , , , , , , , ,2, ,3, ,1, ,4, , , ,2,2,3, , ,1, , ,5, , , ,1,4,3, 
23117595,2.147809949,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,2,98,98,98, ,2,98,1,1,2,97,97,2,2,2,2,97,98,98,97,97,2,2,1,3,1, , ,2,2,2,2,2,1,2,98,2,1, ,2,98,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,98,98,1,4,3,98,1,98,98,2,98,98,98,98,2,1,2,2,2,2,2,3,1,2,1,2,98,3,3,98,98,4,4,2,2, ,69, , , , , , , , ,2, ,3, ,1, ,3, , , ,2,2,96, , ,1, , ,1, , , ,2,4,2, 
23118251,1.121769236,2,2,2,3,3,3,3,2,3,98,1,1,98,1,1,98,2,98,98,98,98, ,2,2,2,2,2,98,98,98,98,98,98,98,98,98,98,97,1,2,1,1,1, , ,2,1,2,2,2,2,2,98,2,2, ,2,2,1,1,2,2,2,2,3,1,1,1,5,1,1,2,2,1,1,1,2,1,1,2,2,4,4,1,1,98,98,2,1,1,1,1,1,1,98,1,2,1,98,1,98,2,2,4,98,98,2,1,4,2,4,3,4, ,73, , , , , , , , ,2, ,3, ,1, ,6, , , ,2,2,98, , ,1, , ,5, , , ,2,4,5, 
23118522,0.437922857,2,2,2,3,3,1,3,2,3,1,1,1,1,1,2,98,1,2,1,1,98,1,98,98,1,98,98, , , , , , , , , , , ,2,2,1,3,2, , ,1,2,2,2,1,2,2,2,1,98, ,1,2,1,1,2,2,2,3,3,1,1,1,2,1,1,2,2,1,98,2,1,98,1,2,2,5,3,1,1,98,98,98,1,1,98,98,5,2,2,2,2,2,1,1,1,2,1,4,1,3,98,1,1,4,4,98,4,6,63, , , , , , , , ,0, ,2, ,1, ,9, , , ,1,2,5, , ,1, , ,3, , , ,1,4,5, 
23118571,0.81188045,2,2,2,3,3,3,3,2,3,2,3,2,2,1,1,2,2,2,2,2,2, ,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,3,1,1,2,1, , ,1,1,2,2,2,1,2,2,2,1, ,2,2,1,1,2,2,2,2,2,2, , , ,1,1,1,2,2,2,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,3,3,2,2,2,3,4,4,3,4, ,53, , , , , , , , ,0, ,3, ,1, ,4, , , ,2,2,5, , ,1, , ,4, , , ,1,4,3, 
23118596,1.573224562,2,2,3,3,3,3,3,2,3,3,2,1,1,1,8,2,1,2,2,1,1,2,2,2,2,1,2, , , , , , , , , , , ,3,1,2,2,8, , ,2,2,2,2,2,1,2,1,2,1, ,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,5,4,1,1,98,2,2,1,1,2,2,7,2,2,1,2,1,2,1,2,2,2,3,3,3,3,2,2,3,3,2,2, ,60, , , , , , , , ,2, ,3, ,1, ,4, , , ,2,2,96, , ,1, , ,3, , , ,2,4,3, 
23118643,0.548168605,2,2,3,1,3,3,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2, ,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1, , ,1,1,2,2,2,1,2,2,2,2, ,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,7,1,2,2,2,2,1,1,1,2,1,2,4,3,4,2,2,4,4,2,4, ,72, , , , , , , , ,2, ,2, ,1, ,5, , , ,2,2,99, , ,1, , ,1, , , ,1,4,5, 
23118666,0.677241397,2,2,1,3,3,3,3,2,3,1,2,1,1,1,1,1,2,2,2,2,2, ,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,4,1,4,2,2,4,3,2,4, ,46, , , , , , , , ,0, ,2, ,1, ,5, , , ,2,2,2, , ,1, , ,8, , , ,2,4,5, 
23118814,0.948720207,2,2,2,3,3,3,3,2,3,2,1,1,1,1,1,1,2,2,1,98,1, ,2,2,1,2,2,2,98,2,97,97,97,97,1,97,97,97,3,98,1,1,1, , ,1,1,1,2,2,2,2,2,2,1, ,1,2,1,1,2,2,2,2,3,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,3,3,1,1,98,2,2,2,1,1,2,6,1,2,1,2,2,2,2,1,1,2,3,3,4,2,2,3,4,3,3,3, ,57, , , , , , , , ,3, ,2, ,1, ,4, , , ,2,2,96, , ,1, , ,2, , , ,2,4,3, 
23118837,0.952828785,2,2,1,3,2,3,3,98,1,2,2,1,2,1,1,1,2,2,2,98,1, ,1,98,98,1,1,2,2,97,1,2,97,97,97,1,97,2,2,2,2,1,1, , ,2,1,2,1,2,2,2,2,2,2, ,98,2,1,1,2,2,2,2,2,1,2,1,4,1,1,1,2,2,2,2,1,2,98,2,2,4,1,1,1,98,1,2,98,1,1,98,3,1,2,2,2,2,2,2,98,2,2,2,2,2,2,98,2,2,3,98,2, ,86, , , , , , , , ,3, ,1, ,5, ,4, , , ,2,2,1, , ,2, , ,3, , , ,2,4,3, 
23118850,1.488534743,2,2,3,3,3,2,2,1,2,3,98,98,98,2,1,1,2,1,98,98,1, ,2,2,1,1,98,2,98,2,1,98,1,98,98,1,2,1,2,1,1,1,1, , ,2,2,2,2,2,98,2,98,98,2, ,2,2,1,2,2,2,2,2,2,2, , , ,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,1,2,2,1,2,2,2,3,4,2,2,98,98,98,3,98,4, ,69, , , , , , , , ,3, ,3, ,1, ,4, , , ,2,2,96, , ,1, , ,1, , , ,2,4,3, 
23118954,0.504559678,2,2,3,3,2,3,2,1,3,4,1,1,98,3,1,98,2,2,1,2,2, ,1,98,98,98,1,1,1,98,1,1,97,1,2,1,98,1,2,1,1,3,4, , ,2,2,2,1,98,1,2,2,2,2, ,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,98,98,2,5,4,2,1,98,2,2,2,1,98,2,5,1,2,2,2,98,3,2,2,98,2,3,4,4,4,3,4,2,3,2,2, ,85, , , , , , , , ,2, ,1, ,5, ,3, , , ,2,2,1, , ,1, , ,7, , , ,1,4,2, 
23119029,0.402672754,2,2,3,1,3,3,3,1,3,3,1,1,1,1,1,1,2,2,2,1,1, ,1,1,1,1,1,2,1,1,2,2,1,2,97,1,2,2,2,1,1,1,1, , ,2,1,2,1,2,2,2,1,2,1, ,1,2,1,1,2,2,2,2,2,2, , , ,1,1,1,1,2,2,2,2,2,2,2,2,3,3,1,1,2,98,2,2,1,2,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,4,2,4,4,4, ,71, , , , , , , , ,2, ,1, ,2, ,4, , , ,2,2,5, , ,1, , ,5, , , ,1,4,3, 
23119207,1.539935446,2,2,3,3,3,3,3,2,3,2,2,2,2,1,8,2,2,2,2,2,1, ,2,2,1,2,1, , , , , , , , , , , ,4,2,1,2,8, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,5,5,1,1,98,98,1,1,1,1,1,7,1,2,2,2,2,1,1,2,2,2,4,4,4,2,2,2,4,4,2,4, ,42, , , , , , , , ,3, ,4, ,1, ,4, , , ,2,2,98, , ,1, , ,4, , , ,2,4,3, 
23119393,0.579288798,2,2,3,3,3,3,3,2,3,2,1,1,1,1,8,2,2,2,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, , ,2,1,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,1,2,2,2,3,3,1,1,2,1,4,2,4,4,1,1,4,4,2,4, ,79, , , , , , , , ,2, ,1, ,5, ,6, , , ,1,2,7, , ,1, , ,3, , , ,2,4,5, 
23119586,0.684064728,2,2,3,3,3,3,3,2,3,3,3,1,1,1,1,1,98,1,98,98,1, ,2,98,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1, , ,1,1,2,2,2,2,2,98,2,2, ,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,98,2,2,2,2,2,2,6,1,2,2,2,3,2,1,2,2,2,2,3,2,3,2,2,3,3,2,3, ,77, , , , , , , , ,2, ,2, ,1, ,4, , , ,2,2,1, , ,1, , ,4, , , ,1,4,3, 
23119673,1.059708621,2,2,2,3,3,3,3,3,3,3,2,2,1,1,1,1,2,98,98,98,1, ,2,98,1,1,1,97,97,97,97,97,97,97,2,97,97,97,2,2,2,3,1, , ,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,3,3,2,2,98,2,2,1,2,2,2,6,2,2,2,1,2,1,1,98,98,98,3,3,3,3,98,2,3,3,3,3, ,70, , , , , , , , ,3, ,2, ,1, ,4, , , ,2,2,96, , ,1, , ,8, , , ,2,4,3, 
23119774,1.085554921,2,2,3,3,2,3,3,2,1,2,1,1,1,1,1,2,98,2,2,2,2, ,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1, , ,1,2,2,2,2,1,2,2,2,1, ,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,3,2,1,1,2,98,1,1,1,1,1,6,1,2,2,2,2,1,1,2,2,2,3,3,3,2,2,1,4,4,2,4, ,43, , , , , , , , ,3, ,3, ,1, ,4, , , ,2,2,5, , ,1, , ,5, , , ,2,4,3, 
23119987,0.58272628,2,2,2,3,3,3,3,1,3,2,1,1,1,2,1,1,1,2,98,1,1,98,1,98,1,1,98,2,2,2,1,97,1,98,98,1,97,97,2,1,1,2,1, , ,1,1,1,2,1,1,1,98,1,1, ,1,98,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,98,1,5,2,1,1,98,98,1,98,1,1,1,4,1,1,1,2,2,2,2,1,1,98,98,4,2,4,98,98,4,4,2,4, ,69, , , , , , , , ,2, ,1, ,2, ,6, , , ,2,2,7, , ,1, , ,2, , , ,2,4,5, 
23120083,1.32450872,2,2,3,3,3,3,3,2,3,2,1,1,1,1,4,2,2,1,98,98,2, ,2,2,1,2,2, , , , , , , , , , , ,2,1,1,2,4, , ,2,2,2,2,2,2,2,2,2,2, ,1,2,1,1,2,2,2,2,2,1,2,1,3,2,1,2,2,2,1,1,2,2,2,2,2,4,4,2,1,98,98,2,2,2,1,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,4,1,4, ,76, , , , , , , , ,3, ,3, ,5, ,4, , , ,2,2,2, , ,1, , ,5, , , ,2,4,3, 
23120260,0.497325449,2,2,3,3,3,3,3,2,3,2,3,1,2,2,1,2,2,2,2,2,2, ,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1, , ,1,1,2,2,2,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,3,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,98,1,1,1,1,1,5,2,2,2,2,2,1,1,2,2,1,2,3,2,3,1,1,4,4,4,4, ,72, , , , , , , , ,0, ,1, ,2, ,4, , , ,2,2,3, , ,1, , ,4, , , ,1,4,3, 
23120302,1.573224562,2,2,3,3,3,1,3,2,3,2,2,2,2,1,1,1,2,2,2,2,2, ,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1, , ,1,1,2,2,2,1,2,1,2,2, ,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,4,3,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,3,1,3, ,63, , , , , , , , ,0, ,3, ,1, ,4, , , ,2,2,2, , ,1, , ,4, , , ,2,4,3, 
23120487,0.773123475,2,2,3,3,3,3,3,2,3,2,3,1,1,1,8,2,2,2,98,2,98, ,2,2,1,1,2, , , , , , , , , , , ,3,2,2,3,8, , ,2,2,2,2,2,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,5,1,1,1,1,1,1,2,1,1,2,2,2,5,3,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,3,4,3,98,2,2,4,4,2,3, ,73, , , , , , , , ,2, ,1, ,5, ,4, , , ,2,2,1, , ,1, , ,3, , , ,2,4,3, 
